county,district,date,rainfall_mm
Baringo,805,chirps-v3.0.2006.01,17.954037257603236
Baringo,BaringoCentral,chirps-v3.0.2006.01,28.755288828974184
Baringo,BaringoNorth,chirps-v3.0.2006.01,14.733822228773585
Baringo,BaringoSouth,chirps-v3.0.2006.01,20.669491627177255
Baringo,EldamaRavine,chirps-v3.0.2006.01,21.7079833984375
Baringo,Mogotio,chirps-v3.0.2006.01,19.994042029747597
Baringo,Tiaty,chirps-v3.0.2006.01,2.5821219490958263
Bomet,BometCentral,chirps-v3.0.2006.01,42.891544342041016
Bomet,BometEast,chirps-v3.0.2006.01,40.23100696910512
Bomet,Chepalungu,chirps-v3.0.2006.01,47.361805635340076
Bomet,Konoin,chirps-v3.0.2006.01,42.0766455078125
Bomet,Sotik,chirps-v3.0.2006.01,62.984469943576386
Bungoma,Bumula,chirps-v3.0.2006.01,36.34538130326705
Bungoma,Kabuchai,chirps-v3.0.2006.01,32.120391845703125
Bungoma,Kanduyi,chirps-v3.0.2006.01,35.746725229116585
Bungoma,Kimilili,chirps-v3.0.2006.01,22.401469421386718
Bungoma,Likuyani,chirps-v3.0.2006.01,20.950049506293404
Bungoma,Lugari,chirps-v3.0.2006.01,16.93335639105903
Bungoma,Mt.Elgon,chirps-v3.0.2006.01,19.86714812247984
Bungoma,Sirisia,chirps-v3.0.2006.01,32.79362487792969
Bungoma,Tongaren,chirps-v3.0.2006.01,16.385298295454547
Bungoma,WebuteWest,chirps-v3.0.2006.01,23.853055318196613
Bungoma,WebuyeEast,chirps-v3.0.2006.01,20.98224094935826
Busia,Budalangi,chirps-v3.0.2006.01,51.809625244140626
Busia,Butula,chirps-v3.0.2006.01,36.53009033203125
Busia,Funyula,chirps-v3.0.2006.01,43.18437194824219
Busia,Matayos,chirps-v3.0.2006.01,36.78643290201823
Busia,Nambale,chirps-v3.0.2006.01,32.17524937220982
Busia,TesoNorth,chirps-v3.0.2006.01,32.11518859863281
Busia,TesoSouth,chirps-v3.0.2006.01,40.08486106178977
Elgeyo-Marakwet,KeiyoNorth,chirps-v3.0.2006.01,19.39256477355957
Elgeyo-Marakwet,KeiyoSouth,chirps-v3.0.2006.01,26.6697998046875
Elgeyo-Marakwet,MarakwetEast,chirps-v3.0.2006.01,6.6729912391075725
Elgeyo-Marakwet,MarakwetWest,chirps-v3.0.2006.01,5.002580341539885
Embu,Manyatta,chirps-v3.0.2006.01,31.679363250732422
Embu,MbeereNorth,chirps-v3.0.2006.01,17.355232825646034
Embu,MbeereSouth,chirps-v3.0.2006.01,12.989211697048612
Embu,Runyenjes,chirps-v3.0.2006.01,22.767520480685764
Garissa,Balambala,chirps-v3.0.2006.01,5.536886344278665
Garissa,Daadab,chirps-v3.0.2006.01,6.184206592793367
Garissa,Fafi,chirps-v3.0.2006.01,7.760014237065018
Garissa,GarissaTownship,chirps-v3.0.2006.01,2.578523635864258
Garissa,Ijara,chirps-v3.0.2006.01,6.859996242594098
Garissa,Lagdera,chirps-v3.0.2006.01,3.737362843639446
HomaBay,HomaBayTown,chirps-v3.0.2006.01,53.53114624023438
HomaBay,KabondoKasipul,chirps-v3.0.2006.01,73.40421840122768
HomaBay,Karachuonyo,chirps-v3.0.2006.01,53.24429931640625
HomaBay,Kasipul,chirps-v3.0.2006.01,69.06794738769531
HomaBay,Mbita,chirps-v3.0.2006.01,44.16288375854492
HomaBay,Ndhiwa,chirps-v3.0.2006.01,46.11018787730824
HomaBay,Rangwe,chirps-v3.0.2006.01,60.6490234375
HomaBay,Suba,chirps-v3.0.2006.01,49.536764705882355
HomaBay,unknown6,chirps-v3.0.2006.01,51.1753173828125
Isiolo,IsioloNorth,chirps-v3.0.2006.01,6.9418915956913825
Isiolo,IsioloSouth,chirps-v3.0.2006.01,6.997796797824848
Kajiado,KajiadoCentral,chirps-v3.0.2006.01,6.489717524102393
Kajiado,KajiadoEast,chirps-v3.0.2006.01,8.045851401232799
Kajiado,KajiadoNorth,chirps-v3.0.2006.01,1.7926678657531738
Kajiado,KajiadoSouth,chirps-v3.0.2006.01,12.000463750373804
Kajiado,KajiadoWest,chirps-v3.0.2006.01,2.141609637189932
Kakamega,Butere,chirps-v3.0.2006.01,43.380462646484375
Kakamega,Ikolomani,chirps-v3.0.2006.01,41.460697174072266
Kakamega,Khwisero,chirps-v3.0.2006.01,48.70814208984375
Kakamega,Lugari,chirps-v3.0.2006.01,23.131193161010742
Kakamega,Lurambi,chirps-v3.0.2006.01,43.364855085100444
Kakamega,Malava,chirps-v3.0.2006.01,42.75448404947917
Kakamega,Matungu,chirps-v3.0.2006.01,38.039310455322266
Kakamega,MumiasEast,chirps-v3.0.2006.01,39.84390513102213
Kakamega,MumiasWest,chirps-v3.0.2006.01,41.7547119140625
Kakamega,Navakholo,chirps-v3.0.2006.01,44.882110595703125
Kakamega,Shinyalu,chirps-v3.0.2006.01,42.51689265324519
Kericho,Ainamoi,chirps-v3.0.2006.01,43.75671822684152
Kericho,Belgut,chirps-v3.0.2006.01,53.96393636067708
Kericho,Bureti,chirps-v3.0.2006.01,61.642626953125
Kericho,KipkelionEast,chirps-v3.0.2006.01,17.125098818824405
Kericho,KipkelionWest,chirps-v3.0.2006.01,33.20712002840909
Kericho,Sigowet/Soin,chirps-v3.0.2006.01,62.635139016544116
Kiambu,GatunduNorth,chirps-v3.0.2006.01,24.907087326049805
Kiambu,GatunduSouth,chirps-v3.0.2006.01,18.671554565429688
Kiambu,Githunguri,chirps-v3.0.2006.01,15.056387329101563
Kiambu,Juja,chirps-v3.0.2006.01,5.257765579223633
Kiambu,Kabete,chirps-v3.0.2006.01,7.9766286214192705
Kiambu,Kiambaa,chirps-v3.0.2006.01,10.864733378092447
Kiambu,Kiambu,chirps-v3.0.2006.01,8.508764266967773
Kiambu,Kikuyu,chirps-v3.0.2006.01,2.5777206420898438
Kiambu,Lari,chirps-v3.0.2006.01,17.379827880859374
Kiambu,Limuru,chirps-v3.0.2006.01,9.346974690755209
Kiambu,Ruiru,chirps-v3.0.2006.01,6.23490842183431
Kiambu,ThikaTown,chirps-v3.0.2006.01,12.090650177001953
Kilifi,Ganze,chirps-v3.0.2006.01,12.363525390625
Kilifi,Kaloleni,chirps-v3.0.2006.01,6.8646500905354815
Kilifi,KilifiNorth,chirps-v3.0.2006.01,4.900304794311523
Kilifi,KilifiSouth,chirps-v3.0.2006.01,4.966218058268229
Kilifi,Magarini,chirps-v3.0.2006.01,9.034290364583333
Kilifi,Malindi,chirps-v3.0.2006.01,10.90459674337636
Kilifi,Rabai,chirps-v3.0.2006.01,4.135992050170898
Kirinyaga,Gichugu,chirps-v3.0.2006.01,32.68279012044271
Kirinyaga,KirinyagaCentral,chirps-v3.0.2006.01,33.58140733506944
Kirinyaga,Mwea,chirps-v3.0.2006.01,4.8439178466796875
Kirinyaga,Ndia,chirps-v3.0.2006.01,16.374718802315847
Kisii,Bobasi,chirps-v3.0.2006.01,72.70123291015625
Kisii,BomachogeBorabu,chirps-v3.0.2006.01,81.38667297363281
Kisii,BomachogeChache,chirps-v3.0.2006.01,67.7025146484375
Kisii,Bonchari,chirps-v3.0.2006.01,69.4859110514323
Kisii,KitutuChacheNorth,chirps-v3.0.2006.01,82.40812683105469
Kisii,KitutuChacheSouth,chirps-v3.0.2006.01,79.65469868977864
Kisii,NyaribariChache,chirps-v3.0.2006.01,75.4301025390625
Kisii,NyaribariMasaba,chirps-v3.0.2006.01,75.2111104329427
Kisii,SouthMugirango,chirps-v3.0.2006.01,63.44664171006944
Kisumu,KisumuCentral,chirps-v3.0.2006.01,73.74400329589844
Kisumu,KisumuEast,chirps-v3.0.2006.01,67.66973876953125
Kisumu,KisumuWest,chirps-v3.0.2006.01,85.47743225097656
Kisumu,Muhoroni,chirps-v3.0.2006.01,47.14942423502604
Kisumu,Nyakach,chirps-v3.0.2006.01,75.1953125
Kisumu,Nyando,chirps-v3.0.2006.01,67.65876207853618
Kisumu,Seme,chirps-v3.0.2006.01,71.81991141183036
Kitui,KituiCentral,chirps-v3.0.2006.01,14.709593709309896
Kitui,KituiEast,chirps-v3.0.2006.01,13.38983037669188
Kitui,KituiRural,chirps-v3.0.2006.01,8.278960071910511
Kitui,KituiSouth,chirps-v3.0.2006.01,9.745727244917168
Kitui,KituiWest,chirps-v3.0.2006.01,11.8213377453032
Kitui,MwingiCentral,chirps-v3.0.2006.01,16.52365132250817
Kitui,MwingiNorth,chirps-v3.0.2006.01,19.821902584719968
Kitui,MwingiWest,chirps-v3.0.2006.01,16.513628641764324
Kwale,Kinango,chirps-v3.0.2006.01,11.459010586416795
Kwale,Lungalunga,chirps-v3.0.2006.01,6.90720606561917
Kwale,Matuga,chirps-v3.0.2006.01,5.446728229522705
Kwale,Msambweni,chirps-v3.0.2006.01,2.8174304962158203
Laikipia,LaikipiaEast,chirps-v3.0.2006.01,16.90038923783736
Laikipia,LaikipiaNorth,chirps-v3.0.2006.01,11.475449049403903
Laikipia,LaikipiaWest,chirps-v3.0.2006.01,6.975125826322115
Lamu,LamuEast,chirps-v3.0.2006.01,2.5946410765130836
Lamu,LamuWest,chirps-v3.0.2006.01,10.129703350921176
Machakos,Kangundo,chirps-v3.0.2006.01,18.80658874511719
Machakos,Kathiani,chirps-v3.0.2006.01,15.13659413655599
Machakos,MachakosTown,chirps-v3.0.2006.01,18.723930807674634
Machakos,Masinga,chirps-v3.0.2006.01,15.197025380236036
Machakos,Matungulu,chirps-v3.0.2006.01,11.735058433131167
Machakos,Mavoko,chirps-v3.0.2006.01,5.7856801350911455
Machakos,Mwala,chirps-v3.0.2006.01,13.253997802734375
Machakos,unknown7,chirps-v3.0.2006.01,8.29087405734592
Machakos,Yatta,chirps-v3.0.2006.01,12.284655402688418
Makueni,Kaiti,chirps-v3.0.2006.01,16.468316650390626
Makueni,KibweziEast,chirps-v3.0.2006.01,9.413461785567435
Makueni,KibweziWest,chirps-v3.0.2006.01,6.479532732282366
Makueni,Kilome,chirps-v3.0.2006.01,15.063277534816576
Makueni,Makueni,chirps-v3.0.2006.01,12.564571605009192
Makueni,Mbooni,chirps-v3.0.2006.01,17.384395054408483
Mandera,Banissa,chirps-v3.0.2006.01,1.4367715454101562
Mandera,Lafey,chirps-v3.0.2006.01,1.1451573135829207
Mandera,ManderaEast,chirps-v3.0.2006.01,1.080161412556966
Mandera,ManderaNorth,chirps-v3.0.2006.01,1.1812910168899773
Mandera,ManderaSouth,chirps-v3.0.2006.01,4.442443402144161
Mandera,ManderaWest,chirps-v3.0.2006.01,1.7511454142496257
Mandera,unknown1,chirps-v3.0.2006.01,1.9280875311957466
Marsabit,Laisamis,chirps-v3.0.2006.01,3.051343834918478
Marsabit,Moyale,chirps-v3.0.2006.01,2.0861985834944607
Marsabit,NorthHorr,chirps-v3.0.2006.01,2.437720394424392
Marsabit,Saku,chirps-v3.0.2006.01,6.539468204273897
Meru,Buuri,chirps-v3.0.2006.01,32.23949716605392
Meru,CentralImenti,chirps-v3.0.2006.01,35.62498372395833
Meru,IgembeCentral,chirps-v3.0.2006.01,22.50399215133102
Meru,IgembeNorth,chirps-v3.0.2006.01,18.17517768012153
Meru,IgembeSouth,chirps-v3.0.2006.01,23.50790771484375
Meru,NorthImenti,chirps-v3.0.2006.01,37.10492621527778
Meru,SouthImenti,chirps-v3.0.2006.01,45.76220703125
Meru,TiganiaEast,chirps-v3.0.2006.01,22.932293069773706
Meru,TiganiaWest,chirps-v3.0.2006.01,20.741248390891336
Meru,unknown5,chirps-v3.0.2006.01,23.306360244750977
Migori,Awendo,chirps-v3.0.2006.01,55.788838704427086
Migori,KuriaEast,chirps-v3.0.2006.01,67.7910400390625
Migori,KuriaWest,chirps-v3.0.2006.01,69.45035622336648
Migori,Nyatike,chirps-v3.0.2006.01,37.253272646949405
Migori,Rongo,chirps-v3.0.2006.01,53.324117024739586
Migori,SunaEast,chirps-v3.0.2006.01,67.93049621582031
Migori,SunaWest,chirps-v3.0.2006.01,62.871487087673614
Migori,Uriri,chirps-v3.0.2006.01,54.657796223958336
Mombasa,Changamwe,chirps-v3.0.2006.01,1.977540135383606
Mombasa,Jomvu,chirps-v3.0.2006.01,3.1480114459991455
Mombasa,Kisauni,chirps-v3.0.2006.01,2.523977279663086
Mombasa,Likoni,chirps-v3.0.2006.01,2.216404914855957
Mombasa,Mvita,chirps-v3.0.2006.01,1.2235534191131592
Mombasa,Nyali,chirps-v3.0.2006.01,0.6300151944160461
Murang'a,Gatanga,chirps-v3.0.2006.01,22.032426622178818
Murang'a,Kandara,chirps-v3.0.2006.01,14.629402160644531
Murang'a,Kangema,chirps-v3.0.2006.01,38.030602349175346
Murang'a,Kigumo,chirps-v3.0.2006.01,27.588442715731535
Murang'a,Kiharu,chirps-v3.0.2006.01,13.327887398856026
Murang'a,Maragwa,chirps-v3.0.2006.01,11.16756112234933
Murang'a,Mathioya,chirps-v3.0.2006.01,44.303975423177086
Nairobi,DagorettiNorth,chirps-v3.0.2006.01,10.954339027404785
Nairobi,DagorettiSouth,chirps-v3.0.2006.01,11.070917129516602
Nairobi,EmbakasiCentral,chirps-v3.0.2006.01,
Nairobi,EmbakasiEast,chirps-v3.0.2006.01,6.666200160980225
Nairobi,EmbakasiNorth,chirps-v3.0.2006.01,
Nairobi,EmbakasiSouth,chirps-v3.0.2006.01,8.712392807006836
Nairobi,EmbakasiWest,chirps-v3.0.2006.01,9.369524955749512
Nairobi,Kamukunji,chirps-v3.0.2006.01,
Nairobi,Kasarani,chirps-v3.0.2006.01,6.842289733886719
Nairobi,Kibra,chirps-v3.0.2006.01,
Nairobi,Langata,chirps-v3.0.2006.01,6.735140323638916
Nairobi,Makadara,chirps-v3.0.2006.01,
Nairobi,Mathare,chirps-v3.0.2006.01,
Nairobi,Roysambu,chirps-v3.0.2006.01,10.041176795959473
Nairobi,Ruaraka,chirps-v3.0.2006.01,
Nairobi,Starehe,chirps-v3.0.2006.01,10.507474899291992
Nairobi,Westlands,chirps-v3.0.2006.01,9.759478569030762
Nakuru,Bahati,chirps-v3.0.2006.01,3.9101917266845705
Nakuru,Gilgil,chirps-v3.0.2006.01,1.941834222702753
Nakuru,KuresoiNorth,chirps-v3.0.2006.01,12.776150512695313
Nakuru,KuresoiSouth,chirps-v3.0.2006.01,16.866124770220587
Nakuru,Molo,chirps-v3.0.2006.01,4.677005004882813
Nakuru,Naivasha,chirps-v3.0.2006.01,6.957827919407895
Nakuru,NakuruTownEast,chirps-v3.0.2006.01,2.122935676574707
Nakuru,NakuruTownWest,chirps-v3.0.2006.01,1.5078697204589844
Nakuru,Njoro,chirps-v3.0.2006.01,2.8495814005533853
Nakuru,Rongai,chirps-v3.0.2006.01,5.936248779296875
Nakuru,Subukia,chirps-v3.0.2006.01,14.877845764160156
Nandi,Aldai,chirps-v3.0.2006.01,44.87038981119792
Nandi,Chesumei,chirps-v3.0.2006.01,25.628135681152344
Nandi,Emgwen,chirps-v3.0.2006.01,27.81314364346591
Nandi,Mosop,chirps-v3.0.2006.01,24.55471971299913
Nandi,NandiHills,chirps-v3.0.2006.01,21.158387502034504
Nandi,Tinderet,chirps-v3.0.2006.01,31.20126681857639
Narok,EmuruaDikirr,chirps-v3.0.2006.01,67.5113037109375
Narok,Kilgoris,chirps-v3.0.2006.01,64.36384186921296
Narok,NarokEast,chirps-v3.0.2006.01,8.236948841022995
Narok,NarokNorth,chirps-v3.0.2006.01,17.230380354256464
Narok,NarokSouth,chirps-v3.0.2006.01,22.660152088512074
Narok,NarokWest,chirps-v3.0.2006.01,39.90530635533708
Nyamira,Borabu,chirps-v3.0.2006.01,79.04816436767578
Nyamira,KitutuMasaba,chirps-v3.0.2006.01,84.56957329644098
Nyamira,NorthMugirango,chirps-v3.0.2006.01,83.7329610188802
Nyamira,WestMugirango,chirps-v3.0.2006.01,93.31954956054688
Nyandarua,Kinangop,chirps-v3.0.2006.01,25.84331336388221
Nyandarua,Kipipiri,chirps-v3.0.2006.01,20.000244140625
Nyandarua,Ndaragwa,chirps-v3.0.2006.01,21.08904794546274
Nyandarua,OlJorok,chirps-v3.0.2006.01,13.16477108001709
Nyandarua,OlKalou,chirps-v3.0.2006.01,6.944589402940538
Nyeri,Kieni,chirps-v3.0.2006.01,33.421378714139344
Nyeri,Mathira,chirps-v3.0.2006.01,31.98765665690104
Nyeri,Mukurweini,chirps-v3.0.2006.01,13.601847330729166
Nyeri,NyeriTown,chirps-v3.0.2006.01,27.770849609375
Nyeri,Othaya,chirps-v3.0.2006.01,37.28470958362926
Nyeri,Tetu,chirps-v3.0.2006.01,42.109273274739586
Samburu,SamburuEast,chirps-v3.0.2006.01,12.648236795437116
Samburu,SamburuNorth,chirps-v3.0.2006.01,7.846048623646209
Samburu,SamburuWest,chirps-v3.0.2006.01,3.7856854788864713
Siaya,AlegoUsonga,chirps-v3.0.2006.01,48.12947387695313
Siaya,Bondo,chirps-v3.0.2006.01,45.13993141867898
Siaya,Gem,chirps-v3.0.2006.01,57.51720252403846
Siaya,Rarieda,chirps-v3.0.2006.01,53.56617320667613
Siaya,Ugenya,chirps-v3.0.2006.01,42.05260675603693
Siaya,Ugunja,chirps-v3.0.2006.01,42.924246651785715
TaitaTaveta,Mwatate,chirps-v3.0.2006.01,7.367705620659722
TaitaTaveta,Taveta,chirps-v3.0.2006.01,4.653131821576287
TaitaTaveta,Voi,chirps-v3.0.2006.01,9.617813913445724
TaitaTaveta,Wundanyi,chirps-v3.0.2006.01,14.309180123465401
TanaRiver,Bura,chirps-v3.0.2006.01,7.8761703249007935
TanaRiver,Galole,chirps-v3.0.2006.01,18.279344776008703
TanaRiver,Garsen,chirps-v3.0.2006.01,9.332002971163128
Tharaka-Nithi,Chuka/Igambang'Ombe,chirps-v3.0.2006.01,27.39249038696289
Tharaka-Nithi,IgembeSouth,chirps-v3.0.2006.01,13.756099700927734
Tharaka-Nithi,Maara,chirps-v3.0.2006.01,42.777683803013396
Tharaka-Nithi,Tharaka,chirps-v3.0.2006.01,14.411411830357142
TransNzoia,Cherangany,chirps-v3.0.2006.01,11.658527575041118
TransNzoia,Endebess,chirps-v3.0.2006.01,10.336520240420388
TransNzoia,Kiminini,chirps-v3.0.2006.01,11.929718017578125
TransNzoia,Kwanza,chirps-v3.0.2006.01,9.856576538085937
TransNzoia,Saboti,chirps-v3.0.2006.01,9.455975341796876
TransNzoia,unknown4,chirps-v3.0.2006.01,7.695333099365234
Turkana,Loima,chirps-v3.0.2006.01,0.0376341485826751
Turkana,TurkanaCentral,chirps-v3.0.2006.01,0.039452399682561194
Turkana,TurkanaEast,chirps-v3.0.2006.01,0.7388244858361724
Turkana,TurkanaNorth,chirps-v3.0.2006.01,3.4126691878980893
Turkana,TurkanaSouth,chirps-v3.0.2006.01,0.1619137879694855
Turkana,TurkanaWest,chirps-v3.0.2006.01,0.9207322643649194
Turkana,unknown2,chirps-v3.0.2006.01,0.22206916061102175
UasinGishu,Ainabkoi,chirps-v3.0.2006.01,18.400327983655426
UasinGishu,Kapseret,chirps-v3.0.2006.01,25.150546264648437
UasinGishu,Kesses,chirps-v3.0.2006.01,17.22308349609375
UasinGishu,Moiben,chirps-v3.0.2006.01,13.820889986478365
UasinGishu,Soy,chirps-v3.0.2006.01,16.862994384765624
UasinGishu,Turbo,chirps-v3.0.2006.01,21.18466593424479
Vihiga,Emuhaya,chirps-v3.0.2006.01,51.214271545410156
Vihiga,Hamisi,chirps-v3.0.2006.01,56.526314871651785
Vihiga,Luanda,chirps-v3.0.2006.01,78.61571248372395
Vihiga,Sabatia,chirps-v3.0.2006.01,49.66299819946289
Vihiga,Vihiga,chirps-v3.0.2006.01,56.96397908528646
Wajir,Eldas,chirps-v3.0.2006.01,3.9847002531352795
Wajir,Tarbaj,chirps-v3.0.2006.01,7.317876035867915
Wajir,WajirEast,chirps-v3.0.2006.01,7.572270782900528
Wajir,WajirNorth,chirps-v3.0.2006.01,1.6174193975848083
Wajir,WajirSouth,chirps-v3.0.2006.01,6.370132338681241
Wajir,WajirWest,chirps-v3.0.2006.01,7.478545203575721
WestPokot,Kacheliba,chirps-v3.0.2006.01,2.779569950810185
WestPokot,Kapenguria,chirps-v3.0.2006.01,3.7617150200737846
WestPokot,PokotSouth,chirps-v3.0.2006.01,2.6132407674984055
WestPokot,Sigor,chirps-v3.0.2006.01,1.4699034355056118
WestPokot,unknown3,chirps-v3.0.2006.01,1.0384226904975042
Baringo,805,chirps-v3.0.2006.02,30.56365966796875
Baringo,BaringoCentral,chirps-v3.0.2006.02,39.67962646484375
Baringo,BaringoNorth,chirps-v3.0.2006.02,34.92276864681604
Baringo,BaringoSouth,chirps-v3.0.2006.02,21.92889904585041
Baringo,EldamaRavine,chirps-v3.0.2006.02,25.90180867513021
Baringo,Mogotio,chirps-v3.0.2006.02,25.97035882411859
Baringo,Tiaty,chirps-v3.0.2006.02,28.850596181162587
Bomet,BometCentral,chirps-v3.0.2006.02,70.02839660644531
Bomet,BometEast,chirps-v3.0.2006.02,62.76217928799716
Bomet,Chepalungu,chirps-v3.0.2006.02,80.1886345358456
Bomet,Konoin,chirps-v3.0.2006.02,69.066845703125
Bomet,Sotik,chirps-v3.0.2006.02,95.95578342013889
Bungoma,Bumula,chirps-v3.0.2006.02,124.2069979580966
Bungoma,Kabuchai,chirps-v3.0.2006.02,155.38601684570312
Bungoma,Kanduyi,chirps-v3.0.2006.02,119.03878079927884
Bungoma,Kimilili,chirps-v3.0.2006.02,103.24813232421874
Bungoma,Likuyani,chirps-v3.0.2006.02,82.58327229817708
Bungoma,Lugari,chirps-v3.0.2006.02,94.20396592881944
Bungoma,Mt.Elgon,chirps-v3.0.2006.02,100.47495589717742
Bungoma,Sirisia,chirps-v3.0.2006.02,126.80572509765625
Bungoma,Tongaren,chirps-v3.0.2006.02,103.1717862215909
Bungoma,WebuteWest,chirps-v3.0.2006.02,143.27411905924478
Bungoma,WebuyeEast,chirps-v3.0.2006.02,136.69886997767858
Busia,Budalangi,chirps-v3.0.2006.02,75.79483032226562
Busia,Butula,chirps-v3.0.2006.02,117.78288269042969
Busia,Funyula,chirps-v3.0.2006.02,90.72941589355469
Busia,Matayos,chirps-v3.0.2006.02,99.791748046875
Busia,Nambale,chirps-v3.0.2006.02,121.25901576450893
Busia,TesoNorth,chirps-v3.0.2006.02,136.32078552246094
Busia,TesoSouth,chirps-v3.0.2006.02,124.69659978693181
Elgeyo-Marakwet,KeiyoNorth,chirps-v3.0.2006.02,61.104427337646484
Elgeyo-Marakwet,KeiyoSouth,chirps-v3.0.2006.02,38.552198137555806
Elgeyo-Marakwet,MarakwetEast,chirps-v3.0.2006.02,45.30091271033654
Elgeyo-Marakwet,MarakwetWest,chirps-v3.0.2006.02,54.16246273643092
Embu,Manyatta,chirps-v3.0.2006.02,36.15748596191406
Embu,MbeereNorth,chirps-v3.0.2006.02,16.81322303185096
Embu,MbeereSouth,chirps-v3.0.2006.02,14.892881944444444
Embu,Runyenjes,chirps-v3.0.2006.02,30.397308349609375
Garissa,Balambala,chirps-v3.0.2006.02,1.6468241985579182
Garissa,Daadab,chirps-v3.0.2006.02,1.5376983019770407
Garissa,Fafi,chirps-v3.0.2006.02,5.71483883141598
Garissa,GarissaTownship,chirps-v3.0.2006.02,7.347709655761719
Garissa,Ijara,chirps-v3.0.2006.02,3.3710297651893586
Garissa,Lagdera,chirps-v3.0.2006.02,2.78316944050339
HomaBay,HomaBayTown,chirps-v3.0.2006.02,66.13629760742188
HomaBay,KabondoKasipul,chirps-v3.0.2006.02,72.80399431501117
HomaBay,Karachuonyo,chirps-v3.0.2006.02,68.6859375
HomaBay,Kasipul,chirps-v3.0.2006.02,68.44413757324219
HomaBay,Mbita,chirps-v3.0.2006.02,63.89303970336914
HomaBay,Ndhiwa,chirps-v3.0.2006.02,72.6415682705966
HomaBay,Rangwe,chirps-v3.0.2006.02,76.61064453125
HomaBay,Suba,chirps-v3.0.2006.02,80.02267635569854
HomaBay,unknown6,chirps-v3.0.2006.02,65.06848754882813
Isiolo,IsioloNorth,chirps-v3.0.2006.02,13.981165455911823
Isiolo,IsioloSouth,chirps-v3.0.2006.02,6.042762454882219
Kajiado,KajiadoCentral,chirps-v3.0.2006.02,40.83217669547872
Kajiado,KajiadoEast,chirps-v3.0.2006.02,27.892923057626145
Kajiado,KajiadoNorth,chirps-v3.0.2006.02,30.217754364013672
Kajiado,KajiadoSouth,chirps-v3.0.2006.02,19.344804827676434
Kajiado,KajiadoWest,chirps-v3.0.2006.02,49.73757447714008
Kakamega,Butere,chirps-v3.0.2006.02,102.7835693359375
Kakamega,Ikolomani,chirps-v3.0.2006.02,99.12891387939453
Kakamega,Khwisero,chirps-v3.0.2006.02,101.16732788085938
Kakamega,Lugari,chirps-v3.0.2006.02,124.08503723144531
Kakamega,Lurambi,chirps-v3.0.2006.02,78.96241978236607
Kakamega,Malava,chirps-v3.0.2006.02,104.92802734375
Kakamega,Matungu,chirps-v3.0.2006.02,112.14968872070312
Kakamega,MumiasEast,chirps-v3.0.2006.02,97.2265116373698
Kakamega,MumiasWest,chirps-v3.0.2006.02,114.241650390625
Kakamega,Navakholo,chirps-v3.0.2006.02,97.57395935058594
Kakamega,Shinyalu,chirps-v3.0.2006.02,90.34750600961539
Kericho,Ainamoi,chirps-v3.0.2006.02,80.18402971540179
Kericho,Belgut,chirps-v3.0.2006.02,82.6683349609375
Kericho,Bureti,chirps-v3.0.2006.02,83.86341552734375
Kericho,KipkelionEast,chirps-v3.0.2006.02,41.696079799107146
Kericho,KipkelionWest,chirps-v3.0.2006.02,46.79378440163352
Kericho,Sigowet/Soin,chirps-v3.0.2006.02,93.26262350643383
Kiambu,GatunduNorth,chirps-v3.0.2006.02,54.374061584472656
Kiambu,GatunduSouth,chirps-v3.0.2006.02,46.9401601155599
Kiambu,Githunguri,chirps-v3.0.2006.02,43.00816650390625
Kiambu,Juja,chirps-v3.0.2006.02,39.38789367675781
Kiambu,Kabete,chirps-v3.0.2006.02,36.88247934977213
Kiambu,Kiambaa,chirps-v3.0.2006.02,39.6321767171224
Kiambu,Kiambu,chirps-v3.0.2006.02,38.75165557861328
Kiambu,Kikuyu,chirps-v3.0.2006.02,32.0652109781901
Kiambu,Lari,chirps-v3.0.2006.02,50.4513916015625
Kiambu,Limuru,chirps-v3.0.2006.02,42.729146321614586
Kiambu,Ruiru,chirps-v3.0.2006.02,35.50000508626302
Kiambu,ThikaTown,chirps-v3.0.2006.02,36.397430419921875
Kilifi,Ganze,chirps-v3.0.2006.02,0.5777068924117874
Kilifi,Kaloleni,chirps-v3.0.2006.02,1.6345720291137695
Kilifi,KilifiNorth,chirps-v3.0.2006.02,0.2820088863372803
Kilifi,KilifiSouth,chirps-v3.0.2006.02,1.4233956654866537
Kilifi,Magarini,chirps-v3.0.2006.02,1.2127666558159722
Kilifi,Malindi,chirps-v3.0.2006.02,0.7111164590586787
Kilifi,Rabai,chirps-v3.0.2006.02,1.6053778330485027
Kirinyaga,Gichugu,chirps-v3.0.2006.02,41.25652398003472
Kirinyaga,KirinyagaCentral,chirps-v3.0.2006.02,53.69130113389757
Kirinyaga,Mwea,chirps-v3.0.2006.02,20.528249104817707
Kirinyaga,Ndia,chirps-v3.0.2006.02,43.002184186662944
Kisii,Bobasi,chirps-v3.0.2006.02,72.63710530598958
Kisii,BomachogeBorabu,chirps-v3.0.2006.02,78.2246322631836
Kisii,BomachogeChache,chirps-v3.0.2006.02,82.66903177897136
Kisii,Bonchari,chirps-v3.0.2006.02,73.29078165690105
Kisii,KitutuChacheNorth,chirps-v3.0.2006.02,74.36145782470703
Kisii,KitutuChacheSouth,chirps-v3.0.2006.02,67.24452718098958
Kisii,NyaribariChache,chirps-v3.0.2006.02,69.96436157226563
Kisii,NyaribariMasaba,chirps-v3.0.2006.02,81.3199971516927
