Town,YearMonth,Rainfall_mm
Kitenkela,2023-07,6.2
Kitenkela,2023-08,5.2
Kitenkela,2023-09,22.5
Kitenkela,2023-10,56.4
Kitenkela,2023-11,145.8
Kitenkela,2023-12,34.3
Kitenkela,2024-01,99.1
Kitenkela,2024-02,16.5
Kitenkela,2024-03,42.2
Kitenkela,2024-04,154.6
Kitenkela,2024-05,65.0
Kitenkela,2024-06,18.8
Kitenkela,2024-07,17.5
Kitenkela,2024-08,9.4
Kitenkela,2024-09,18.5
Kitenkela,2024-10,25.400000000000002
Kitenkela,2024-11,128.9
Kitenkela,2024-12,59.9
Kitui,2022-01,13.2
Kitui,2022-02,16.7
Kitui,2022-03,61.199999999999996
Kitui,2022-04,111.3
Kitui,2022-05,8.9
Kitui,2022-06,8.7
Kitui,2022-07,16.1
Kitui,2022-08,17.2
Kitui,2022-09,11.9
Kitui,2022-10,29.5
Kitui,2022-11,172.3
Kitui,2022-12,63.5
Kitui,2023-01,18.7
Kitui,2023-02,4.7
Kitui,2023-03,96.0
Kitui,2023-04,181.9
Kitui,2023-05,64.7
Kitui,2023-06,27.5
Kitui,2023-07,22.0
Kitui,2023-08,14.8
Kitui,2023-09,20.6
Kitui,2023-10,98.5
Kitui,2023-11,265.3
Kitui,2023-12,70.60000000000001
Kitui,2024-01,168.7
Kitui,2024-02,29.900000000000002
Kitui,2024-03,91.0
Kitui,2024-04,155.1
Kitui,2024-05,54.3
Kitui,2024-06,12.3
Kitui,2024-07,17.3
Kitui,2024-08,30.2
Kitui,2024-09,19.3
Kitui,2024-10,29.5
Kitui,2024-11,170.1
Kitui,2024-12,92.4
Kwale,2022-01,16.2
Kwale,2022-02,12.5
Kwale,2022-03,22.4
Kwale,2022-04,135.5
Kwale,2022-05,52.199999999999996
Kwale,2022-06,76.10000000000001
Kwale,2022-07,80.89999999999999
Kwale,2022-08,42.4
Kwale,2022-09,39.3
Kwale,2022-10,43.2
Kwale,2022-11,104.6
Kwale,2022-12,70.4
Kwale,2023-01,44.7
Kwale,2023-02,13.8
Kwale,2023-03,55.1
Kwale,2023-04,259.0
Kwale,2023-05,87.8
Kwale,2023-06,50.1
Kwale,2023-07,71.1
Kwale,2023-08,47.4
Kwale,2023-09,57.5
Kwale,2023-10,120.1
Kwale,2023-11,414.8
Kwale,2023-12,192.1
Kwale,2024-01,109.9
Kwale,2024-02,64.6
Kwale,2024-03,118.9
Kwale,2024-04,264.3
Kwale,2024-05,54.5
Kwale,2024-06,53.1
Kwale,2024-07,33.1
Kwale,2024-08,58.2
Kwale,2024-09,37.8
Kwale,2024-10,54.800000000000004
Kwale,2024-11,106.7
Kwale,2024-12,176.6
Lamu,2022-01,18.2
Lamu,2022-02,6.0
Lamu,2022-03,13.6
Lamu,2022-04,89.5
Lamu,2022-05,166.6
Lamu,2022-06,152.6
Lamu,2022-07,86.4
Lamu,2022-08,41.1
Lamu,2022-09,33.9
Lamu,2022-10,33.3
Lamu,2022-11,76.6
Lamu,2022-12,23.0
Lamu,2023-01,31.5
Lamu,2023-02,4.2
Lamu,2023-03,37.1
Lamu,2023-04,225.39999999999998
Lamu,2023-05,104.2
Lamu,2023-06,50.4
Lamu,2023-07,95.8
Lamu,2023-08,88.1
Lamu,2023-09,44.0
Lamu,2023-10,80.3
Lamu,2023-11,530.9
Lamu,2023-12,85.8
Lamu,2024-01,35.7
Lamu,2024-02,15.2
Lamu,2024-03,41.7
Lamu,2024-04,314.40000000000003
Lamu,2024-05,152.6
Lamu,2024-06,92.3
Lamu,2024-07,78.6
Lamu,2024-08,57.5
Lamu,2024-09,46.9
Lamu,2024-10,45.9
Lamu,2024-11,113.0
Lamu,2024-12,48.7
Lodwar,2022-01,18.700000000000003
Lodwar,2022-02,1.1
Lodwar,2022-03,2.8
Lodwar,2022-04,135.8
Lodwar,2022-05,52.2
Lodwar,2022-06,5.6
Lodwar,2022-07,2.5
Lodwar,2022-08,27.3
Lodwar,2022-09,43.1
Lodwar,2022-10,4.1
Lodwar,2022-11,49.7
Lodwar,2022-12,49.0
Lodwar,2023-01,0.30000000000000004
Lodwar,2023-02,0.0
Lodwar,2023-03,145.1
Lodwar,2023-04,90.1
Lodwar,2023-05,10.5
Lodwar,2023-06,1.7
Lodwar,2023-07,3.0
Lodwar,2023-08,19.0
Lodwar,2023-09,9.5
Lodwar,2023-10,183.29999999999998
Lodwar,2023-11,96.3
Lodwar,2023-12,27.0
Lodwar,2024-01,14.299999999999999
Lodwar,2024-02,20.799999999999997
Lodwar,2024-03,33.5
Lodwar,2024-04,197.8
Lodwar,2024-05,74.1
Lodwar,2024-06,0.7999999999999999
Lodwar,2024-07,55.7
Lodwar,2024-08,68.1
Lodwar,2024-09,11.5
Lodwar,2024-10,31.4
Lodwar,2024-11,173.6
Lodwar,2024-12,1.7
Lunga-Lunga,2022-01,13.799999999999999
Lunga-Lunga,2022-02,14.3
Lunga-Lunga,2022-03,27.200000000000003
Lunga-Lunga,2022-04,128.7
Lunga-Lunga,2022-05,28.7
Lunga-Lunga,2022-06,43.0
Lunga-Lunga,2022-07,54.6
Lunga-Lunga,2022-08,41.0
Lunga-Lunga,2022-09,41.8
Lunga-Lunga,2022-10,36.5
Lunga-Lunga,2022-11,89.9
Lunga-Lunga,2022-12,80.8
Lunga-Lunga,2023-01,55.699999999999996
Lunga-Lunga,2023-02,10.799999999999999
Lunga-Lunga,2023-03,64.3
Lunga-Lunga,2023-04,330.8
Lunga-Lunga,2023-05,89.8
Lunga-Lunga,2023-06,30.9
Lunga-Lunga,2023-07,53.1
Lunga-Lunga,2023-08,35.9
Lunga-Lunga,2023-09,52.6
Lunga-Lunga,2023-10,111.9
Lunga-Lunga,2023-11,455.8
Lunga-Lunga,2023-12,281.5
Lunga-Lunga,2024-01,171.4
Lunga-Lunga,2024-02,58.8
Lunga-Lunga,2024-03,132.4
Lunga-Lunga,2024-04,311.3
Lunga-Lunga,2024-05,62.6
Lunga-Lunga,2024-06,42.5
Lunga-Lunga,2024-07,24.2
Lunga-Lunga,2024-08,43.4
Lunga-Lunga,2024-09,28.1
Lunga-Lunga,2024-10,72.0
Lunga-Lunga,2024-11,106.89999999999999
Lunga-Lunga,2024-12,273.6
Machakos,2022-01,32.8
Machakos,2022-02,19.7
Machakos,2022-03,15.3
Machakos,2022-04,65.6
Machakos,2022-05,22.3
Machakos,2022-06,16.099999999999998
Machakos,2022-07,13.0
Machakos,2022-08,21.9
Machakos,2022-09,17.6
Machakos,2022-10,16.6
Machakos,2022-11,145.2
Machakos,2022-12,55.3
Machakos,2023-01,25.8
Machakos,2023-02,4.7
Machakos,2023-03,80.4
Machakos,2023-04,145.6
Machakos,2023-05,60.7
Machakos,2023-06,25.0
Machakos,2023-07,9.6
Machakos,2023-08,10.7
Machakos,2023-09,33.2
Machakos,2023-10,69.3
Machakos,2023-11,150.3
Machakos,2023-12,47.9
Machakos,2024-01,82.6
Machakos,2024-02,25.7
Machakos,2024-03,51.3
Machakos,2024-04,149.9
Machakos,2024-05,97.2
Machakos,2024-06,14.5
Machakos,2024-07,32.1
Machakos,2024-08,14.4
Machakos,2024-09,29.3
Machakos,2024-10,47.0
Machakos,2024-11,103.1
Machakos,2024-12,68.2
Malindi,2022-01,8.3
Malindi,2022-02,5.1
Malindi,2022-03,12.8
Malindi,2022-04,109.2
Malindi,2022-05,138.9
Malindi,2022-06,150.9
Malindi,2022-07,128.1
Malindi,2022-08,39.5
Malindi,2022-09,33.4
Malindi,2022-10,37.6
Malindi,2022-11,62.1
Malindi,2022-12,22.7
Malindi,2023-01,27.0
Malindi,2023-02,3.5
Malindi,2023-03,74.0
Malindi,2023-04,214.4
Malindi,2023-05,127.3
Malindi,2023-06,64.4
Malindi,2023-07,115.2
Malindi,2023-08,58.4
Malindi,2023-09,42.8
Malindi,2023-10,84.6
Malindi,2023-11,409.59999999999997
Malindi,2023-12,188.4
Malindi,2024-01,43.1
Malindi,2024-02,45.4
Malindi,2024-03,82.1
Malindi,2024-04,257.5
Malindi,2024-05,84.2
Malindi,2024-06,112.0
Malindi,2024-07,48.8
Malindi,2024-08,75.0
Malindi,2024-09,47.7
Malindi,2024-10,46.3
Malindi,2024-11,118.0
Malindi,2024-12,154.7
Mandera,2022-01,0.9
Mandera,2022-02,0.0
Mandera,2022-03,30.2
Mandera,2022-04,29.1
Mandera,2022-05,17.8
Mandera,2022-06,17.3
Mandera,2022-07,2.2
Mandera,2022-08,5.2
Mandera,2022-09,0.8
Mandera,2022-10,63.800000000000004
Mandera,2022-11,18.3
Mandera,2022-12,17.1
Mandera,2023-01,3.9000000000000004
Mandera,2023-02,0.0
Mandera,2023-03,91.7
Mandera,2023-04,92.39999999999999
Mandera,2023-05,14.9
Mandera,2023-06,3.8000000000000003
Mandera,2023-07,6.4
Mandera,2023-08,4.7
Mandera,2023-09,4.7
Mandera,2023-10,203.4
Mandera,2023-11,187.8
Mandera,2023-12,0.4
Mandera,2024-01,0.7
Mandera,2024-02,0.1
Mandera,2024-03,17.8
Mandera,2024-04,153.6
Mandera,2024-05,50.2
Mandera,2024-06,2.0
Mandera,2024-07,2.1
Mandera,2024-08,6.8999999999999995
Mandera,2024-09,3.2
Mandera,2024-10,23.1
Mandera,2024-11,50.9
Mandera,2024-12,0.0
Maralal,2022-01,36.2
Maralal,2022-02,17.2
Maralal,2022-03,17.8
Maralal,2022-04,53.0
Maralal,2022-05,29.2
Maralal,2022-06,44.8
Maralal,2022-07,59.900000000000006
Maralal,2022-08,149.6
Maralal,2022-09,81.2
Maralal,2022-10,19.0
Maralal,2022-11,55.9
Maralal,2022-12,45.7
Maralal,2023-01,31.5
Maralal,2023-02,1.6
Maralal,2023-03,92.4
Maralal,2023-04,162.1
Maralal,2023-05,32.8
Maralal,2023-06,22.7
Maralal,2023-07,37.9
Maralal,2023-08,42.8
Maralal,2023-09,66.8
Maralal,2023-10,83.8
Maralal,2023-11,158.1
Maralal,2023-12,36.7
Maralal,2024-01,72.2
Maralal,2024-02,43.8
Maralal,2024-03,31.8
Maralal,2024-04,235.1
Maralal,2024-05,111.8
Maralal,2024-06,22.0
Maralal,2024-07,247.2
Maralal,2024-08,211.7
Maralal,2024-09,47.3
Maralal,2024-10,95.4
Maralal,2024-11,84.5
Maralal,2024-12,15.200000000000001
Marsabit,2022-01,45.7
Marsabit,2022-02,6.5
Marsabit,2022-03,7.4
Marsabit,2022-04,56.8
Marsabit,2022-05,8.9
Marsabit,2022-06,6.9
Marsabit,2022-07,1.2
Marsabit,2022-08,2.7
Marsabit,2022-09,6.1
Marsabit,2022-10,19.0
Marsabit,2022-11,40.7
Marsabit,2022-12,30.0
Marsabit,2023-01,10.1
Marsabit,2023-02,1.4000000000000001
Marsabit,2023-03,104.4
Marsabit,2023-04,85.4
Marsabit,2023-05,25.0
Marsabit,2023-06,10.1
Marsabit,2023-07,12.6
Marsabit,2023-08,6.4
Marsabit,2023-09,8.3
Marsabit,2023-10,82.3
Marsabit,2023-11,110.39999999999999
Marsabit,2023-12,23.0
Marsabit,2024-01,36.5
Marsabit,2024-02,24.3
Marsabit,2024-03,36.8
Marsabit,2024-04,146.9
Marsabit,2024-05,109.0
Marsabit,2024-06,3.3
Marsabit,2024-07,9.9
Marsabit,2024-08,27.0
Marsabit,2024-09,8.6
Marsabit,2024-10,25.3
Marsabit,2024-11,127.3
Marsabit,2024-12,13.2
Meru,2022-01,34.9
Meru,2022-02,37.2
Meru,2022-03,42.8
Meru,2022-04,85.6
Meru,2022-05,32.9
Meru,2022-06,10.9
Meru,2022-07,30.8
Meru,2022-08,34.8
Meru,2022-09,43.1
Meru,2022-10,51.9
Meru,2022-11,147.1
Meru,2022-12,95.2
Meru,2023-01,44.2
Meru,2023-02,11.4
Meru,2023-03,104.2
Meru,2023-04,156.8
Meru,2023-05,85.9
Meru,2023-06,21.2
Meru,2023-07,23.6
Meru,2023-08,19.5
Meru,2023-09,53.2
Meru,2023-10,92.1
Meru,2023-11,203.4
Meru,2023-12,91.7
Meru,2024-01,100.2
Meru,2024-02,72.7
Meru,2024-03,43.3
Meru,2024-04,370.7
Meru,2024-05,142.6
Meru,2024-06,6.6
Meru,2024-07,65.3
Meru,2024-08,30.1
Meru,2024-09,38.4
Meru,2024-10,82.4
Meru,2024-11,152.6
Meru,2024-12,68.0
Migori,2022-01,89.5
Migori,2022-02,98.9
Migori,2022-03,35.2
Migori,2022-04,122.2
Migori,2022-05,82.2
Migori,2022-06,11.5
Migori,2022-07,23.200000000000003
Migori,2022-08,52.4
Migori,2022-09,59.8
Migori,2022-10,36.800000000000004
Migori,2022-11,131.3
Migori,2022-12,115.5
Migori,2023-01,9.200000000000001
Migori,2023-02,48.4
Migori,2023-03,201.6
Migori,2023-04,198.7
Migori,2023-05,48.5
Migori,2023-06,27.6
Migori,2023-07,11.100000000000001
Migori,2023-08,16.4
Migori,2023-09,72.8
Migori,2023-10,60.0
Migori,2023-11,200.7
Migori,2023-12,85.0
Migori,2024-01,111.8
Migori,2024-02,48.5
Migori,2024-03,54.1
Migori,2024-04,177.20000000000002
Migori,2024-05,44.1
Migori,2024-06,13.5
Migori,2024-07,41.3
Migori,2024-08,19.8
Migori,2024-09,42.1
Migori,2024-10,84.8
Migori,2024-11,191.6
Migori,2024-12,102.8
Molo,2022-01,21.8
Molo,2022-02,11.5
Molo,2022-03,6.9
Molo,2022-04,98.1
Molo,2022-05,28.2
Molo,2022-06,68.89999999999999
Molo,2022-07,83.5
Molo,2022-08,218.4
Molo,2022-09,116.2
Molo,2022-10,34.1
Molo,2022-11,62.4
Molo,2022-12,45.2
Molo,2023-01,8.1
Molo,2023-02,1.0
Molo,2023-03,89.7
Molo,2023-04,121.9
Molo,2023-05,42.2
Molo,2023-06,23.7
Molo,2023-07,34.2
Molo,2023-08,39.4
Molo,2023-09,90.3
Molo,2023-10,77.1
Molo,2023-11,141.7
Molo,2023-12,32.699999999999996
Molo,2024-01,58.0
Molo,2024-02,29.2
Molo,2024-03,23.5
Molo,2024-04,142.2
Molo,2024-05,92.89999999999999
Molo,2024-06,22.4
Molo,2024-07,168.6
Molo,2024-08,171.3
Molo,2024-09,76.0
Molo,2024-10,85.4
Molo,2024-11,110.1
Molo,2024-12,33.5
Mombasa,2022-01,14.9
Mombasa,2022-02,7.5
Mombasa,2022-03,22.2
Mombasa,2022-04,148.5
Mombasa,2022-05,110.60000000000001
Mombasa,2022-06,135.3
Mombasa,2022-07,147.7
Mombasa,2022-08,52.6
Mombasa,2022-09,55.5
Mombasa,2022-10,41.8
Mombasa,2022-11,79.7
Mombasa,2022-12,72.9
Mombasa,2023-01,30.799999999999997
Mombasa,2023-02,6.9
Mombasa,2023-03,74.3
Mombasa,2023-04,321.6
Mombasa,2023-05,130.9
Mombasa,2023-06,67.3
Mombasa,2023-07,118.0
Mombasa,2023-08,67.9
Mombasa,2023-09,65.3
Mombasa,2023-10,100.4
Mombasa,2023-11,364.3
Mombasa,2023-12,194.2
Mombasa,2024-01,133.9
Mombasa,2024-02,65.2
Mombasa,2024-03,124.7
Mombasa,2024-04,364.0
Mombasa,2024-05,106.2
Mombasa,2024-06,76.89999999999999
Mombasa,2024-07,51.1
Mombasa,2024-08,91.8
Mombasa,2024-09,55.699999999999996
Mombasa,2024-10,57.0
Mombasa,2024-11,123.2
Mombasa,2024-12,228.9
Mumias,2022-01,63.0
Mumias,2022-02,46.7
Mumias,2022-03,96.10000000000001
Mumias,2022-04,223.1
Mumias,2022-05,268.6
Mumias,2022-06,40.5
Mumias,2022-07,90.7
Mumias,2022-08,147.8
Mumias,2022-09,102.8
Mumias,2022-10,65.5
Mumias,2022-11,203.6
Mumias,2022-12,138.8
Mumias,2023-01,3.7
Mumias,2023-02,10.899999999999999
Mumias,2023-03,233.8
Mumias,2023-04,281.1
Mumias,2023-05,86.1
Mumias,2023-06,62.7
Mumias,2023-07,63.9
Mumias,2023-08,48.1
Mumias,2023-09,152.1
Mumias,2023-10,174.6
Mumias,2023-11,255.0
Mumias,2023-12,97.7
Mumias,2024-01,93.7
Mumias,2024-02,47.1
Mumias,2024-03,60.8
Mumias,2024-04,226.4
Mumias,2024-05,97.7
Mumias,2024-06,61.9
Mumias,2024-07,74.1
Mumias,2024-08,71.6
Mumias,2024-09,119.6
Mumias,2024-10,139.0
Mumias,2024-11,236.0
Mumias,2024-12,66.9
Murang’a,2022-01,13.1
Murang’a,2022-02,26.8
Murang’a,2022-03,19.6
Murang’a,2022-04,153.7
Murang’a,2022-05,87.10000000000001
Murang’a,2022-06,29.7
Murang’a,2022-07,78.9
Murang’a,2022-08,76.1
Murang’a,2022-09,37.7
Murang’a,2022-10,55.9
Murang’a,2022-11,135.2
Murang’a,2022-12,66.5
Murang’a,2023-01,23.4
Murang’a,2023-02,11.1
Murang’a,2023-03,73.1
Murang’a,2023-04,190.0
Murang’a,2023-05,106.7
Murang’a,2023-06,51.2
Murang’a,2023-07,33.2
Murang’a,2023-08,54.7
Murang’a,2023-09,62.7
Murang’a,2023-10,119.5
Murang’a,2023-11,227.5
Murang’a,2023-12,47.5
Murang’a,2024-01,103.2
Murang’a,2024-02,30.8
Murang’a,2024-03,45.6
Murang’a,2024-04,319.9
Murang’a,2024-05,152.6
Murang’a,2024-06,28.1
Murang’a,2024-07,60.9
Murang’a,2024-08,84.6
Murang’a,2024-09,28.200000000000003
Murang’a,2024-10,47.0
Murang’a,2024-11,156.4
Murang’a,2024-12,59.8
Mwatate,2022-01,19.4
Mwatate,2022-02,32.199999999999996
Mwatate,2022-03,21.8
Mwatate,2022-04,83.0
Mwatate,2022-05,22.1
Mwatate,2022-06,3.7
Mwatate,2022-07,14.1
Mwatate,2022-08,21.0
Mwatate,2022-09,15.9
Mwatate,2022-10,20.1
Mwatate,2022-11,119.3
Mwatate,2022-12,55.199999999999996
Mwatate,2023-01,17.400000000000002
Mwatate,2023-02,4.4
Mwatate,2023-03,45.5
Mwatate,2023-04,168.2
Mwatate,2023-05,74.7
Mwatate,2023-06,28.6
Mwatate,2023-07,18.8
Mwatate,2023-08,26.7
Mwatate,2023-09,67.5
Mwatate,2023-10,106.7
Mwatate,2023-11,353.4
Mwatate,2023-12,105.8
Mwatate,2024-01,84.2
Mwatate,2024-02,39.8
Mwatate,2024-03,107.8
Mwatate,2024-04,155.5
Mwatate,2024-05,37.9
Mwatate,2024-06,24.000000000000004
Mwatate,2024-07,9.9
Mwatate,2024-08,46.3
Mwatate,2024-09,23.5
Mwatate,2024-10,54.5
Mwatate,2024-11,118.0
Mwatate,2024-12,114.3
Nairobi,2022-01,22.5
Nairobi,2022-02,15.1
Nairobi,2022-03,9.5
Nairobi,2022-04,94.8
Nairobi,2022-05,30.6
Nairobi,2022-06,18.0
Nairobi,2022-07,13.9
Nairobi,2022-08,26.5
Nairobi,2022-09,22.7
Nairobi,2022-10,17.3
Nairobi,2022-11,127.4
Nairobi,2022-12,53.0
Nairobi,2023-01,11.0
Nairobi,2023-02,2.5999999999999996
Nairobi,2023-03,71.0
Nairobi,2023-04,158.6
Nairobi,2023-05,88.5
Nairobi,2023-06,24.2
Nairobi,2023-07,7.0
Nairobi,2023-08,14.200000000000001
Nairobi,2023-09,28.6
Nairobi,2023-10,56.7
Nairobi,2023-11,183.9
Nairobi,2023-12,36.2
Nairobi,2024-01,82.9
Nairobi,2024-02,27.8
Nairobi,2024-03,35.5
Nairobi,2024-04,177.8
Nairobi,2024-05,79.8
Nairobi,2024-06,25.7
Nairobi,2024-07,51.8
Nairobi,2024-08,15.8
Nairobi,2024-09,22.1
Nairobi,2024-10,35.4
Nairobi,2024-11,129.0
Nairobi,2024-12,71.39999999999999
Nakuru,2022-01,24.999999999999996
Nakuru,2022-02,18.8
Nakuru,2022-03,7.8
Nakuru,2022-04,99.4
Nakuru,2022-05,90.0
Nakuru,2022-06,22.099999999999998
Nakuru,2022-07,35.4
Nakuru,2022-08,73.7
Nakuru,2022-09,90.5
Nakuru,2022-10,45.0
Nakuru,2022-11,144.5
Nakuru,2022-12,47.3
Nakuru,2023-01,3.3
Nakuru,2023-02,0.4
Nakuru,2023-03,100.4
Nakuru,2023-04,130.4
Nakuru,2023-05,23.900000000000002
Nakuru,2023-06,9.9
Nakuru,2023-07,8.9
Nakuru,2023-08,26.4
Nakuru,2023-09,82.89999999999999
Nakuru,2023-10,40.3
Nakuru,2023-11,201.1
Nakuru,2023-12,28.1
Nakuru,2024-01,109.10000000000001
Nakuru,2024-02,45.1
Nakuru,2024-03,22.6
Nakuru,2024-04,253.9
Nakuru,2024-05,98.5
Nakuru,2024-06,9.7
Nakuru,2024-07,92.9
Nakuru,2024-08,49.0
Nakuru,2024-09,60.1
Nakuru,2024-10,43.9
Nakuru,2024-11,134.8
Nakuru,2024-12,22.6
Nandi Hills,2022-01,54.8
Nandi Hills,2022-02,82.1
Nandi Hills,2022-03,52.4
Nandi Hills,2022-04,178.5
Nandi Hills,2022-05,135.6
Nandi Hills,2022-06,96.7
Nandi Hills,2022-07,158.5
Nandi Hills,2022-08,304.09999999999997
Nandi Hills,2022-09,155.8
Nandi Hills,2022-10,99.4
Nandi Hills,2022-11,178.5
Nandi Hills,2022-12,69.1
Nandi Hills,2023-01,3.3
Nandi Hills,2023-02,1.6
Nandi Hills,2023-03,194.20000000000002
Nandi Hills,2023-04,230.9
Nandi Hills,2023-05,93.8
Nandi Hills,2023-06,97.8
Nandi Hills,2023-07,75.2
Nandi Hills,2023-08,97.4
Nandi Hills,2023-09,139.4
Nandi Hills,2023-10,134.7
Nandi Hills,2023-11,207.4
Nandi Hills,2023-12,90.9
Nandi Hills,2024-01,199.70000000000002
Nandi Hills,2024-02,52.9
Nandi Hills,2024-03,48.900000000000006
Nandi Hills,2024-04,247.1
Nandi Hills,2024-05,129.6
Nandi Hills,2024-06,49.9
Nandi Hills,2024-07,149.1
Nandi Hills,2024-08,130.29999999999998
Nandi Hills,2024-09,103.4
Nandi Hills,2024-10,107.4
Nandi Hills,2024-11,224.4
Nandi Hills,2024-12,101.5
Narok,2022-01,54.4
Narok,2022-02,103.3
Narok,2022-03,8.2
Narok,2022-04,85.0
Narok,2022-05,36.6
Narok,2022-06,10.5
Narok,2022-07,15.5
Narok,2022-08,18.4
Narok,2022-09,50.5
Narok,2022-10,6.3999999999999995
Narok,2022-11,104.9
Narok,2022-12,66.7
Narok,2023-01,2.6
Narok,2023-02,1.7
Narok,2023-03,110.6
Narok,2023-04,100.8
Narok,2023-05,45.4
Narok,2023-06,12.0
Narok,2023-07,5.3
Narok,2023-08,4.9
Narok,2023-09,44.3
Narok,2023-10,15.6
Narok,2023-11,171.5
Narok,2023-12,73.8
Narok,2024-01,204.1
Narok,2024-02,26.7
Narok,2024-03,46.6
Narok,2024-04,223.4
Narok,2024-05,86.8
Narok,2024-06,8.1
Narok,2024-07,48.7
Narok,2024-08,4.3
Narok,2024-09,48.699999999999996
Narok,2024-10,35.5
Narok,2024-11,117.8
Narok,2024-12,92.3
Ngong,2022-01,43.5
Ngong,2022-02,60.7
Ngong,2022-03,10.9
Ngong,2022-04,90.4
Ngong,2022-05,34.5
Ngong,2022-06,18.1
Ngong,2022-07,14.5
Ngong,2022-08,24.9
Ngong,2022-09,29.5
Ngong,2022-10,14.8
Ngong,2022-11,66.5
Ngong,2022-12,42.0
Ngong,2023-01,8.5
Ngong,2023-02,1.6
Ngong,2023-03,103.2
Ngong,2023-04,162.20000000000002
Ngong,2023-05,59.3
Ngong,2023-06,30.3
Ngong,2023-07,7.9
Ngong,2023-08,14.4
Ngong,2023-09,35.4
Ngong,2023-10,34.7
Ngong,2023-11,155.9
Ngong,2023-12,24.7
Ngong,2024-01,133.70000000000002
Ngong,2024-02,23.8
Ngong,2024-03,44.2
Ngong,2024-04,219.5
Ngong,2024-05,84.6
Ngong,2024-06,29.2
Ngong,2024-07,56.199999999999996
Ngong,2024-08,13.2
Ngong,2024-09,59.4
Ngong,2024-10,36.0
Ngong,2024-11,90.6
Ngong,2024-12,58.0
Nyamira,2022-01,57.300000000000004
Nyamira,2022-02,46.0
Nyamira,2022-03,54.4
Nyamira,2022-04,237.1
Nyamira,2022-05,136.2
Nyamira,2022-06,43.3
Nyamira,2022-07,34.7
Nyamira,2022-08,169.1
Nyamira,2022-09,91.9
Nyamira,2022-10,90.7
Nyamira,2022-11,198.20000000000002
Nyamira,2022-12,126.4
Nyamira,2023-01,3.4
Nyamira,2023-02,10.8
Nyamira,2023-03,202.1
Nyamira,2023-04,308.9
Nyamira,2023-05,65.9
Nyamira,2023-06,81.9
Nyamira,2023-07,40.0
Nyamira,2023-08,80.6
Nyamira,2023-09,153.5
Nyamira,2023-10,156.8
Nyamira,2023-11,287.2
Nyamira,2023-12,114.4
Nyamira,2024-01,130.9
Nyamira,2024-02,49.1
Nyamira,2024-03,87.4
Nyamira,2024-04,272.3
Nyamira,2024-05,126.7
Nyamira,2024-06,50.300000000000004
Nyamira,2024-07,99.6
Nyamira,2024-08,96.0
Nyamira,2024-09,101.4
Nyamira,2024-10,179.1
Nyamira,2024-11,284.8
Nyamira,2024-12,102.8
Nyeri,2022-01,12.7
Nyeri,2022-02,47.9
Nyeri,2022-03,42.4
Nyeri,2022-04,145.1
Nyeri,2022-05,84.3
Nyeri,2022-06,49.8
Nyeri,2022-07,66.1
Nyeri,2022-08,71.9
Nyeri,2022-09,86.0
Nyeri,2022-10,34.4
Nyeri,2022-11,174.6
Nyeri,2022-12,96.89999999999999
Nyeri,2023-01,13.5
Nyeri,2023-02,5.4
Nyeri,2023-03,85.0
Nyeri,2023-04,190.4
Nyeri,2023-05,113.4
Nyeri,2023-06,62.4
Nyeri,2023-07,45.8
Nyeri,2023-08,48.1
Nyeri,2023-09,66.4
Nyeri,2023-10,90.1
Nyeri,2023-11,254.29999999999998
Nyeri,2023-12,74.8
Nyeri,2024-01,96.8
Nyeri,2024-02,54.4
Nyeri,2024-03,76.89999999999999
Nyeri,2024-04,239.6
Nyeri,2024-05,185.3
Nyeri,2024-06,35.4
Nyeri,2024-07,73.0
Nyeri,2024-08,57.8
Nyeri,2024-09,42.4
Nyeri,2024-10,53.699999999999996
Nyeri,2024-11,168.1
Nyeri,2024-12,51.4
Ol Kalou,2022-01,9.6
Ol Kalou,2022-02,5.4
Ol Kalou,2022-03,5.0
Ol Kalou,2022-04,88.5
Ol Kalou,2022-05,32.7
Ol Kalou,2022-06,34.3
Ol Kalou,2022-07,35.7
Ol Kalou,2022-08,114.0
Ol Kalou,2022-09,130.6
Ol Kalou,2022-10,23.2
Ol Kalou,2022-11,72.4
Ol Kalou,2022-12,19.0
Ol Kalou,2023-01,2.7
Ol Kalou,2023-02,0.8
Ol Kalou,2023-03,50.2
Ol Kalou,2023-04,152.9
Ol Kalou,2023-05,47.1
Ol Kalou,2023-06,31.5
Ol Kalou,2023-07,21.4
Ol Kalou,2023-08,31.8
Ol Kalou,2023-09,113.3
Ol Kalou,2023-10,104.9
Ol Kalou,2023-11,132.1
Ol Kalou,2023-12,18.8
Ol Kalou,2024-01,32.5
Ol Kalou,2024-02,12.0
Ol Kalou,2024-03,6.0
Ol Kalou,2024-04,213.6
Ol Kalou,2024-05,134.9
Ol Kalou,2024-06,24.0
Ol Kalou,2024-07,146.4
Ol Kalou,2024-08,107.6
Ol Kalou,2024-09,60.4
Ol Kalou,2024-10,96.4
Ol Kalou,2024-11,95.9
Ol Kalou,2024-12,12.3
Ongata Rongai,2022-01,20.9
Ongata Rongai,2022-02,12.799999999999999
Ongata Rongai,2022-03,12.8
Ongata Rongai,2022-04,71.7
Ongata Rongai,2022-05,25.2
Ongata Rongai,2022-06,13.8
Ongata Rongai,2022-07,9.4
Ongata Rongai,2022-08,17.3
Ongata Rongai,2022-09,21.6
Ongata Rongai,2022-10,14.5
Ongata Rongai,2022-11,104.9
