time,precipitation_sum (mm),,,,,town
09/12/2022,9.8,,,,,Nakuru
10/12/2022,7,,,,,Nakuru
11/12/2022,7.5,,,,,Nakuru
12/12/2022,0.1,,,,,Nakuru
13/12/2022,0,,,,,Nakuru
14/12/2022,0,,,,,Nakuru
15/12/2022,0,,,,,Nakuru
16/12/2022,0,,,,,Nakuru
17/12/2022,0,,,,,Nakuru
18/12/2022,0,,,,,Nakuru
19/12/2022,0,,,,,Nakuru
20/12/2022,0,,,,,Nakuru
21/12/2022,0.1,,,,,Nakuru
22/12/2022,0.1,,,,,Nakuru
23/12/2022,0.2,,,,,Nakuru
24/12/2022,1,,,,,Nakuru
25/12/2022,0.1,,,,,Nakuru
26/12/2022,2.1,,,,,Nakuru
27/12/2022,11.5,,,,,Nakuru
28/12/2022,0.1,,,,,Nakuru
29/12/2022,0,,,,,Nakuru
30/12/2022,0,,,,,Nakuru
31/12/2022,0,,,,,Nakuru
01/01/2023,0,,,,,Nakuru
02/01/2023,0,,,,,Nakuru
03/01/2023,3.3,,,,,Nakuru
04/01/2023,0,,,,,Nakuru
05/01/2023,0,,,,,Nakuru
06/01/2023,0,,,,,Nakuru
07/01/2023,0,,,,,Nakuru
08/01/2023,0,,,,,Nakuru
09/01/2023,0,,,,,Nakuru
10/01/2023,0,,,,,Nakuru
11/01/2023,0,,,,,Nakuru
12/01/2023,0,,,,,Nakuru
13/01/2023,0,,,,,Nakuru
14/01/2023,0,,,,,Nakuru
15/01/2023,0,,,,,Nakuru
16/01/2023,0,,,,,Nakuru
17/01/2023,0,,,,,Nakuru
18/01/2023,0,,,,,Nakuru
19/01/2023,0,,,,,Nakuru
20/01/2023,0,,,,,Nakuru
21/01/2023,0,,,,,Nakuru
22/01/2023,0,,,,,Nakuru
23/01/2023,0,,,,,Nakuru
24/01/2023,0,,,,,Nakuru
25/01/2023,0,,,,,Nakuru
26/01/2023,0,,,,,Nakuru
27/01/2023,0,,,,,Nakuru
28/01/2023,0,,,,,Nakuru
29/01/2023,0,,,,,Nakuru
30/01/2023,0,,,,,Nakuru
31/01/2023,0,,,,,Nakuru
01/02/2023,0,,,,,Nakuru
02/02/2023,0,,,,,Nakuru
03/02/2023,0,,,,,Nakuru
04/02/2023,0,,,,,Nakuru
05/02/2023,0,,,,,Nakuru
06/02/2023,0,,,,,Nakuru
07/02/2023,0,,,,,Nakuru
08/02/2023,0,,,,,Nakuru
09/02/2023,0,,,,,Nakuru
10/02/2023,0,,,,,Nakuru
11/02/2023,0,,,,,Nakuru
12/02/2023,0,,,,,Nakuru
13/02/2023,0,,,,,Nakuru
14/02/2023,0,,,,,Nakuru
15/02/2023,0,,,,,Nakuru
16/02/2023,0.4,,,,,Nakuru
17/02/2023,0,,,,,Nakuru
18/02/2023,0,,,,,Nakuru
19/02/2023,0,,,,,Nakuru
20/02/2023,0,,,,,Nakuru
21/02/2023,0,,,,,Nakuru
22/02/2023,0,,,,,Nakuru
23/02/2023,0,,,,,Nakuru
24/02/2023,0,,,,,Nakuru
25/02/2023,0,,,,,Nakuru
26/02/2023,0,,,,,Nakuru
27/02/2023,0,,,,,Nakuru
28/02/2023,0,,,,,Nakuru
01/03/2023,0,,,,,Nakuru
02/03/2023,0,,,,,Nakuru
03/03/2023,0,,,,,Nakuru
04/03/2023,0,,,,,Nakuru
05/03/2023,0,,,,,Nakuru
06/03/2023,0,,,,,Nakuru
07/03/2023,0,,,,,Nakuru
08/03/2023,0,,,,,Nakuru
09/03/2023,0,,,,,Nakuru
10/03/2023,0,,,,,Nakuru
11/03/2023,0,,,,,Nakuru
12/03/2023,0,,,,,Nakuru
13/03/2023,0,,,,,Nakuru
14/03/2023,2.1,,,,,Nakuru
15/03/2023,11.7,,,,,Nakuru
16/03/2023,4,,,,,Nakuru
17/03/2023,0.1,,,,,Nakuru
18/03/2023,0,,,,,Nakuru
19/03/2023,15.4,,,,,Nakuru
20/03/2023,6.4,,,,,Nakuru
21/03/2023,3.8,,,,,Nakuru
22/03/2023,11.9,,,,,Nakuru
23/03/2023,15,,,,,Nakuru
24/03/2023,8,,,,,Nakuru
25/03/2023,7.9,,,,,Nakuru
26/03/2023,4,,,,,Nakuru
27/03/2023,7.9,,,,,Nakuru
28/03/2023,1,,,,,Nakuru
29/03/2023,0.8,,,,,Nakuru
30/03/2023,0.1,,,,,Nakuru
31/03/2023,0.3,,,,,Nakuru
01/04/2023,0.8,,,,,Nakuru
02/04/2023,4.5,,,,,Nakuru
03/04/2023,9.9,,,,,Nakuru
04/04/2023,10.5,,,,,Nakuru
05/04/2023,4.4,,,,,Nakuru
06/04/2023,3.3,,,,,Nakuru
07/04/2023,0.1,,,,,Nakuru
08/04/2023,4.5,,,,,Nakuru
09/04/2023,0.4,,,,,Nakuru
10/04/2023,0.1,,,,,Nakuru
11/04/2023,1,,,,,Nakuru
12/04/2023,3.8,,,,,Nakuru
13/04/2023,0,,,,,Nakuru
14/04/2023,8.3,,,,,Nakuru
15/04/2023,0.1,,,,,Nakuru
16/04/2023,4.9,,,,,Nakuru
17/04/2023,2.7,,,,,Nakuru
18/04/2023,1.2,,,,,Nakuru
19/04/2023,0.2,,,,,Nakuru
20/04/2023,3.4,,,,,Nakuru
21/04/2023,0.2,,,,,Nakuru
22/04/2023,1.4,,,,,Nakuru
23/04/2023,15.6,,,,,Nakuru
24/04/2023,2.7,,,,,Nakuru
25/04/2023,24.3,,,,,Nakuru
26/04/2023,5,,,,,Nakuru
27/04/2023,2.4,,,,,Nakuru
28/04/2023,0.7,,,,,Nakuru
29/04/2023,1.2,,,,,Nakuru
30/04/2023,12.8,,,,,Nakuru
01/05/2023,8.3,,,,,Nakuru
02/05/2023,1.4,,,,,Nakuru
03/05/2023,1.8,,,,,Nakuru
04/05/2023,0.7,,,,,Nakuru
05/05/2023,0.3,,,,,Nakuru
06/05/2023,1.5,,,,,Nakuru
07/05/2023,0,,,,,Nakuru
08/05/2023,0,,,,,Nakuru
09/05/2023,0,,,,,Nakuru
10/05/2023,0.4,,,,,Nakuru
11/05/2023,2,,,,,Nakuru
12/05/2023,0,,,,,Nakuru
13/05/2023,0,,,,,Nakuru
14/05/2023,0,,,,,Nakuru
15/05/2023,0.3,,,,,Nakuru
16/05/2023,0.7,,,,,Nakuru
17/05/2023,4.3,,,,,Nakuru
18/05/2023,0.5,,,,,Nakuru
19/05/2023,0,,,,,Nakuru
20/05/2023,0,,,,,Nakuru
21/05/2023,0.1,,,,,Nakuru
22/05/2023,0,,,,,Nakuru
23/05/2023,0,,,,,Nakuru
24/05/2023,1.2,,,,,Nakuru
25/05/2023,0.1,,,,,Nakuru
26/05/2023,0.2,,,,,Nakuru
27/05/2023,0,,,,,Nakuru
28/05/2023,0,,,,,Nakuru
29/05/2023,0,,,,,Nakuru
30/05/2023,0,,,,,Nakuru
31/05/2023,0.1,,,,,Nakuru
01/06/2023,0,,,,,Nakuru
02/06/2023,0,,,,,Nakuru
03/06/2023,0,,,,,Nakuru
04/06/2023,0,,,,,Nakuru
05/06/2023,0,,,,,Nakuru
06/06/2023,0,,,,,Nakuru
07/06/2023,0,,,,,Nakuru
08/06/2023,0,,,,,Nakuru
09/06/2023,0,,,,,Nakuru
10/06/2023,0,,,,,Nakuru
11/06/2023,0,,,,,Nakuru
12/06/2023,1,,,,,Nakuru
13/06/2023,1.7,,,,,Nakuru
14/06/2023,0.1,,,,,Nakuru
15/06/2023,0.3,,,,,Nakuru
16/06/2023,0,,,,,Nakuru
17/06/2023,0.4,,,,,Nakuru
18/06/2023,0,,,,,Nakuru
19/06/2023,0,,,,,Nakuru
20/06/2023,0,,,,,Nakuru
21/06/2023,1.7,,,,,Nakuru
22/06/2023,2,,,,,Nakuru
23/06/2023,0.1,,,,,Nakuru
24/06/2023,0,,,,,Nakuru
25/06/2023,0.1,,,,,Nakuru
26/06/2023,1.2,,,,,Nakuru
27/06/2023,1.1,,,,,Nakuru
28/06/2023,0,,,,,Nakuru
29/06/2023,0,,,,,Nakuru
30/06/2023,0.2,,,,,Nakuru
01/07/2023,0,,,,,Nakuru
02/07/2023,0.1,,,,,Nakuru
03/07/2023,0,,,,,Nakuru
04/07/2023,0,,,,,Nakuru
05/07/2023,0,,,,,Nakuru
06/07/2023,0,,,,,Nakuru
07/07/2023,1.8,,,,,Nakuru
08/07/2023,0.1,,,,,Nakuru
09/07/2023,0,,,,,Nakuru
10/07/2023,0,,,,,Nakuru
11/07/2023,0,,,,,Nakuru
12/07/2023,0,,,,,Nakuru
13/07/2023,0,,,,,Nakuru
14/07/2023,0,,,,,Nakuru
15/07/2023,0,,,,,Nakuru
16/07/2023,0,,,,,Nakuru
17/07/2023,0,,,,,Nakuru
18/07/2023,0,,,,,Nakuru
19/07/2023,0,,,,,Nakuru
20/07/2023,0.2,,,,,Nakuru
21/07/2023,0,,,,,Nakuru
22/07/2023,0,,,,,Nakuru
23/07/2023,0.1,,,,,Nakuru
24/07/2023,0.1,,,,,Nakuru
25/07/2023,1.1,,,,,Nakuru
26/07/2023,0,,,,,Nakuru
27/07/2023,3.1,,,,,Nakuru
28/07/2023,0.8,,,,,Nakuru
29/07/2023,0.5,,,,,Nakuru
30/07/2023,0,,,,,Nakuru
31/07/2023,1,,,,,Nakuru
01/08/2023,8.5,,,,,Nakuru
02/08/2023,0,,,,,Nakuru
03/08/2023,0.1,,,,,Nakuru
04/08/2023,0,,,,,Nakuru
05/08/2023,0,,,,,Nakuru
06/08/2023,0,,,,,Nakuru
07/08/2023,0,,,,,Nakuru
08/08/2023,1.5,,,,,Nakuru
09/08/2023,2.7,,,,,Nakuru
10/08/2023,0.6,,,,,Nakuru
11/08/2023,0.5,,,,,Nakuru
12/08/2023,0.1,,,,,Nakuru
13/08/2023,0.3,,,,,Nakuru
14/08/2023,0,,,,,Nakuru
15/08/2023,0,,,,,Nakuru
16/08/2023,0,,,,,Nakuru
17/08/2023,0.1,,,,,Nakuru
18/08/2023,0.2,,,,,Nakuru
19/08/2023,0,,,,,Nakuru
20/08/2023,0,,,,,Nakuru
21/08/2023,0,,,,,Nakuru
22/08/2023,0,,,,,Nakuru
23/08/2023,0,,,,,Nakuru
24/08/2023,0.1,,,,,Nakuru
25/08/2023,0,,,,,Nakuru
26/08/2023,0,,,,,Nakuru
27/08/2023,0,,,,,Nakuru
28/08/2023,0.2,,,,,Nakuru
29/08/2023,0,,,,,Nakuru
30/08/2023,0.5,,,,,Nakuru
31/08/2023,11,,,,,Nakuru
01/09/2023,0.1,,,,,Nakuru
02/09/2023,0,,,,,Nakuru
03/09/2023,0,,,,,Nakuru
04/09/2023,0,,,,,Nakuru
05/09/2023,0.1,,,,,Nakuru
06/09/2023,0.3,,,,,Nakuru
07/09/2023,0.3,,,,,Nakuru
08/09/2023,7.8,,,,,Nakuru
09/09/2023,5.8,,,,,Nakuru
10/09/2023,11.7,,,,,Nakuru
11/09/2023,10.6,,,,,Nakuru
12/09/2023,2.7,,,,,Nakuru
13/09/2023,0.1,,,,,Nakuru
14/09/2023,0,,,,,Nakuru
15/09/2023,0.3,,,,,Nakuru
16/09/2023,11.6,,,,,Nakuru
17/09/2023,0.8,,,,,Nakuru
18/09/2023,1.9,,,,,Nakuru
19/09/2023,8.1,,,,,Nakuru
20/09/2023,12.4,,,,,Nakuru
21/09/2023,1.5,,,,,Nakuru
22/09/2023,0,,,,,Nakuru
23/09/2023,0,,,,,Nakuru
24/09/2023,0,,,,,Nakuru
25/09/2023,0.1,,,,,Nakuru
26/09/2023,3.3,,,,,Nakuru
27/09/2023,2.4,,,,,Nakuru
28/09/2023,0,,,,,Nakuru
29/09/2023,0,,,,,Nakuru
30/09/2023,1,,,,,Nakuru
01/10/2023,2,,,,,Nakuru
02/10/2023,0,,,,,Nakuru
03/10/2023,0,,,,,Nakuru
04/10/2023,0.9,,,,,Nakuru
05/10/2023,0.8,,,,,Nakuru
06/10/2023,0.2,,,,,Nakuru
07/10/2023,0.6,,,,,Nakuru
08/10/2023,0.6,,,,,Nakuru
09/10/2023,0,,,,,Nakuru
10/10/2023,0.1,,,,,Nakuru
11/10/2023,6.5,,,,,Nakuru
12/10/2023,0.9,,,,,Nakuru
13/10/2023,2.4,,,,,Nakuru
14/10/2023,0.2,,,,,Nakuru
15/10/2023,2.4,,,,,Nakuru
16/10/2023,3.3,,,,,Nakuru
17/10/2023,4.3,,,,,Nakuru
18/10/2023,2.1,,,,,Nakuru
19/10/2023,0.3,,,,,Nakuru
20/10/2023,0,,,,,Nakuru
21/10/2023,1.6,,,,,Nakuru
22/10/2023,0.7,,,,,Nakuru
23/10/2023,1.1,,,,,Nakuru
24/10/2023,0,,,,,Nakuru
25/10/2023,1.4,,,,,Nakuru
26/10/2023,0.5,,,,,Nakuru
27/10/2023,0,,,,,Nakuru
28/10/2023,0.3,,,,,Nakuru
29/10/2023,3.3,,,,,Nakuru
30/10/2023,2.7,,,,,Nakuru
31/10/2023,1.1,,,,,Nakuru
01/11/2023,0.3,,,,,Nakuru
02/11/2023,0.8,,,,,Nakuru
03/11/2023,6.1,,,,,Nakuru
04/11/2023,5.1,,,,,Nakuru
05/11/2023,17.5,,,,,Nakuru
06/11/2023,6.4,,,,,Nakuru
07/11/2023,17.1,,,,,Nakuru
08/11/2023,10.2,,,,,Nakuru
09/11/2023,4.6,,,,,Nakuru
10/11/2023,11.6,,,,,Nakuru
11/11/2023,9.9,,,,,Nakuru
12/11/2023,11,,,,,Nakuru
13/11/2023,12.3,,,,,Nakuru
14/11/2023,3.7,,,,,Nakuru
15/11/2023,1.1,,,,,Nakuru
16/11/2023,0.4,,,,,Nakuru
17/11/2023,0.5,,,,,Nakuru
18/11/2023,0.2,,,,,Nakuru
19/11/2023,13.2,,,,,Nakuru
20/11/2023,7.3,,,,,Nakuru
21/11/2023,2.4,,,,,Nakuru
22/11/2023,19.1,,,,,Nakuru
23/11/2023,6.9,,,,,Nakuru
24/11/2023,1,,,,,Nakuru
25/11/2023,7.7,,,,,Nakuru
26/11/2023,23.1,,,,,Nakuru
27/11/2023,0.3,,,,,Nakuru
28/11/2023,1.1,,,,,Nakuru
29/11/2023,0,,,,,Nakuru
30/11/2023,0.2,,,,,Nakuru
01/12/2023,0.1,,,,,Nakuru
02/12/2023,0.7,,,,,Nakuru
03/12/2023,0.3,,,,,Nakuru
04/12/2023,0.4,,,,,Nakuru
05/12/2023,0.1,,,,,Nakuru
06/12/2023,0.9,,,,,Nakuru
07/12/2023,0,,,,,Nakuru
08/12/2023,0,,,,,Nakuru
09/12/2023,0,,,,,Nakuru
10/12/2023,4.3,,,,,Nakuru
11/12/2023,5.4,,,,,Nakuru
12/12/2023,0.7,,,,,Nakuru
13/12/2023,5.6,,,,,Nakuru
14/12/2023,0.3,,,,,Nakuru
15/12/2023,1.1,,,,,Nakuru
16/12/2023,1.3,,,,,Nakuru
17/12/2023,0,,,,,Nakuru
18/12/2023,0,,,,,Nakuru
19/12/2023,0.5,,,,,Nakuru
20/12/2023,0.6,,,,,Nakuru
21/12/2023,0,,,,,Nakuru
22/12/2023,0,,,,,Nakuru
23/12/2023,0.9,,,,,Nakuru
24/12/2023,0.2,,,,,Nakuru
25/12/2023,0.4,,,,,Nakuru
26/12/2023,0.7,,,,,Nakuru
27/12/2023,0,,,,,Nakuru
28/12/2023,0,,,,,Nakuru
29/12/2023,0.6,,,,,Nakuru
30/12/2023,2.4,,,,,Nakuru
31/12/2023,0.6,,,,,Nakuru
01/01/2024,16.8,,,,,Nakuru
02/01/2024,7.6,,,,,Nakuru
03/01/2024,1.3,,,,,Nakuru
04/01/2024,0,,,,,Nakuru
05/01/2024,0,,,,,Nakuru
06/01/2024,0.2,,,,,Nakuru
07/01/2024,6.9,,,,,Nakuru
08/01/2024,2.2,,,,,Nakuru
09/01/2024,8.2,,,,,Nakuru
10/01/2024,5,,,,,Nakuru
11/01/2024,6.1,,,,,Nakuru
12/01/2024,0,,,,,Nakuru
13/01/2024,1.7,,,,,Nakuru
14/01/2024,3.7,,,,,Nakuru
15/01/2024,9.8,,,,,Nakuru
16/01/2024,0.7,,,,,Nakuru
17/01/2024,1.5,,,,,Nakuru
18/01/2024,3.5,,,,,Nakuru
19/01/2024,0.9,,,,,Nakuru
20/01/2024,6,,,,,Nakuru
21/01/2024,25,,,,,Nakuru
22/01/2024,1.1,,,,,Nakuru
23/01/2024,0,,,,,Nakuru
24/01/2024,0,,,,,Nakuru
25/01/2024,0.1,,,,,Nakuru
26/01/2024,0.7,,,,,Nakuru
27/01/2024,0.1,,,,,Nakuru
28/01/2024,0,,,,,Nakuru
29/01/2024,0,,,,,Nakuru
30/01/2024,0,,,,,Nakuru
31/01/2024,0,,,,,Nakuru
01/02/2024,0,,,,,Nakuru
02/02/2024,0,,,,,Nakuru
03/02/2024,0.2,,,,,Nakuru
04/02/2024,1.2,,,,,Nakuru
05/02/2024,0.3,,,,,Nakuru
06/02/2024,0,,,,,Nakuru
07/02/2024,0.1,,,,,Nakuru
08/02/2024,0.7,,,,,Nakuru
09/02/2024,0.6,,,,,Nakuru
10/02/2024,3.6,,,,,Nakuru
11/02/2024,0.2,,,,,Nakuru
12/02/2024,0,,,,,Nakuru
13/02/2024,0,,,,,Nakuru
14/02/2024,0,,,,,Nakuru
15/02/2024,0,,,,,Nakuru
16/02/2024,0,,,,,Nakuru
17/02/2024,0,,,,,Nakuru
18/02/2024,0,,,,,Nakuru
19/02/2024,1.4,,,,,Nakuru
20/02/2024,0,,,,,Nakuru
21/02/2024,0,,,,,Nakuru
22/02/2024,0,,,,,Nakuru
23/02/2024,0,,,,,Nakuru
24/02/2024,1.7,,,,,Nakuru
25/02/2024,0.1,,,,,Nakuru
26/02/2024,0,,,,,Nakuru
27/02/2024,2.7,,,,,Nakuru
28/02/2024,9.3,,,,,Nakuru
29/02/2024,23,,,,,Nakuru
01/03/2024,0.8,,,,,Nakuru
02/03/2024,0,,,,,Nakuru
03/03/2024,0,,,,,Nakuru
04/03/2024,0.2,,,,,Nakuru
05/03/2024,0.1,,,,,Nakuru
06/03/2024,4.4,,,,,Nakuru
07/03/2024,0.4,,,,,Nakuru
08/03/2024,0,,,,,Nakuru
09/03/2024,0.3,,,,,Nakuru
10/03/2024,0,,,,,Nakuru
11/03/2024,0,,,,,Nakuru
12/03/2024,0,,,,,Nakuru
13/03/2024,0,,,,,Nakuru
14/03/2024,0.2,,,,,Nakuru
15/03/2024,0,,,,,Nakuru
16/03/2024,0,,,,,Nakuru
17/03/2024,0,,,,,Nakuru
18/03/2024,0,,,,,Nakuru
19/03/2024,0,,,,,Nakuru
20/03/2024,0,,,,,Nakuru
21/03/2024,0,,,,,Nakuru
22/03/2024,0,,,,,Nakuru
23/03/2024,0,,,,,Nakuru
24/03/2024,0,,,,,Nakuru
25/03/2024,0.4,,,,,Nakuru
26/03/2024,2.6,,,,,Nakuru
27/03/2024,1.4,,,,,Nakuru
28/03/2024,0,,,,,Nakuru
29/03/2024,0.5,,,,,Nakuru
30/03/2024,8.8,,,,,Nakuru
31/03/2024,2.5,,,,,Nakuru
01/04/2024,2.8,,,,,Nakuru
02/04/2024,2.1,,,,,Nakuru
03/04/2024,4,,,,,Nakuru
04/04/2024,19.7,,,,,Nakuru
05/04/2024,0.7,,,,,Nakuru
06/04/2024,9.7,,,,,Nakuru
07/04/2024,7.9,,,,,Nakuru
08/04/2024,25.3,,,,,Nakuru
09/04/2024,4.6,,,,,Nakuru
10/04/2024,1.7,,,,,Nakuru
11/04/2024,1,,,,,Nakuru
12/04/2024,13.1,,,,,Nakuru
13/04/2024,14.9,,,,,Nakuru
14/04/2024,21.3,,,,,Nakuru
15/04/2024,3.7,,,,,Nakuru
16/04/2024,1.3,,,,,Nakuru
17/04/2024,0,,,,,Nakuru
18/04/2024,2.8,,,,,Nakuru
19/04/2024,1.3,,,,,Nakuru
20/04/2024,3.2,,,,,Nakuru
21/04/2024,11.8,,,,,Nakuru
22/04/2024,21.8,,,,,Nakuru
23/04/2024,8.1,,,,,Nakuru
24/04/2024,3,,,,,Nakuru
25/04/2024,17.3,,,,,Nakuru
26/04/2024,11.4,,,,,Nakuru
27/04/2024,1.1,,,,,Nakuru
28/04/2024,13.9,,,,,Nakuru
29/04/2024,11.8,,,,,Nakuru
30/04/2024,12.6,,,,,Nakuru
01/05/2024,2.5,,,,,Nakuru
02/05/2024,10.4,,,,,Nakuru
03/05/2024,13.5,,,,,Nakuru
04/05/2024,16.4,,,,,Nakuru
05/05/2024,8.4,,,,,Nakuru
06/05/2024,2.2,,,,,Nakuru
07/05/2024,0.6,,,,,Nakuru
08/05/2024,1.4,,,,,Nakuru
09/05/2024,3.3,,,,,Nakuru
10/05/2024,4.8,,,,,Nakuru
11/05/2024,0.6,,,,,Nakuru
12/05/2024,0.3,,,,,Nakuru
13/05/2024,0,,,,,Nakuru
14/05/2024,1.2,,,,,Nakuru
15/05/2024,0.1,,,,,Nakuru
16/05/2024,1.3,,,,,Nakuru
17/05/2024,0.9,,,,,Nakuru
18/05/2024,2.2,,,,,Nakuru
19/05/2024,1.1,,,,,Nakuru
20/05/2024,6.6,,,,,Nakuru
21/05/2024,13,,,,,Nakuru
22/05/2024,0.5,,,,,Nakuru
23/05/2024,0.1,,,,,Nakuru
24/05/2024,4.1,,,,,Nakuru
25/05/2024,1.5,,,,,Nakuru
26/05/2024,0.1,,,,,Nakuru
27/05/2024,0.4,,,,,Nakuru
28/05/2024,0,,,,,Nakuru
29/05/2024,0.1,,,,,Nakuru
30/05/2024,0.8,,,,,Nakuru
31/05/2024,0.1,,,,,Nakuru
01/06/2024,0.6,,,,,Nakuru
02/06/2024,0,,,,,Nakuru
03/06/2024,0.9,,,,,Nakuru
04/06/2024,2.4,,,,,Nakuru
05/06/2024,0.1,,,,,Nakuru
06/06/2024,0.1,,,,,Nakuru
07/06/2024,0.6,,,,,Nakuru
08/06/2024,0.2,,,,,Nakuru
09/06/2024,1.5,,,,,Nakuru
10/06/2024,0.5,,,,,Nakuru
11/06/2024,0.4,,,,,Nakuru
12/06/2024,0.5,,,,,Nakuru
13/06/2024,0,,,,,Nakuru
14/06/2024,0.1,,,,,Nakuru
15/06/2024,0,,,,,Nakuru
16/06/2024,0.4,,,,,Nakuru
17/06/2024,1,,,,,Nakuru
18/06/2024,0,,,,,Nakuru
19/06/2024,0.1,,,,,Nakuru
20/06/2024,0,,,,,Nakuru
21/06/2024,0,,,,,Nakuru
22/06/2024,0,,,,,Nakuru
23/06/2024,0,,,,,Nakuru
24/06/2024,0.1,,,,,Nakuru
25/06/2024,0,,,,,Nakuru
26/06/2024,0.1,,,,,Nakuru
27/06/2024,0,,,,,Nakuru
28/06/2024,0.1,,,,,Nakuru
29/06/2024,0,,,,,Nakuru
30/06/2024,0,,,,,Nakuru
01/07/2024,0,,,,,Nakuru
02/07/2024,0,,,,,Nakuru
03/07/2024,0,,,,,Nakuru
04/07/2024,0,,,,,Nakuru
05/07/2024,0,,,,,Nakuru
06/07/2024,2.4,,,,,Nakuru
07/07/2024,3.8,,,,,Nakuru
08/07/2024,6.5,,,,,Nakuru
09/07/2024,5.2,,,,,Nakuru
10/07/2024,6,,,,,Nakuru
11/07/2024,0,,,,,Nakuru
12/07/2024,0,,,,,Nakuru
13/07/2024,0,,,,,Nakuru
14/07/2024,2.5,,,,,Nakuru
15/07/2024,11.5,,,,,Nakuru
16/07/2024,8.5,,,,,Nakuru
17/07/2024,3.5,,,,,Nakuru
18/07/2024,1.9,,,,,Nakuru
19/07/2024,5.5,,,,,Nakuru
20/07/2024,7.1,,,,,Nakuru
21/07/2024,0,,,,,Nakuru
22/07/2024,0.9,,,,,Nakuru
23/07/2024,0,,,,,Nakuru
24/07/2024,3,,,,,Nakuru
25/07/2024,1.9,,,,,Nakuru
26/07/2024,3,,,,,Nakuru
27/07/2024,4,,,,,Nakuru
28/07/2024,1.6,,,,,Nakuru
29/07/2024,10.6,,,,,Nakuru
30/07/2024,3.1,,,,,Nakuru
31/07/2024,0.4,,,,,Nakuru
01/08/2024,0,,,,,Nakuru
02/08/2024,12.1,,,,,Nakuru
03/08/2024,0.1,,,,,Nakuru
04/08/2024,0,,,,,Nakuru
05/08/2024,0,,,,,Nakuru
06/08/2024,7.4,,,,,Nakuru
07/08/2024,3.4,,,,,Nakuru
08/08/2024,1.5,,,,,Nakuru
09/08/2024,3.2,,,,,Nakuru
10/08/2024,0.8,,,,,Nakuru
11/08/2024,0.2,,,,,Nakuru
12/08/2024,2.4,,,,,Nakuru
13/08/2024,0.9,,,,,Nakuru
14/08/2024,1.7,,,,,Nakuru
15/08/2024,2,,,,,Nakuru
16/08/2024,1.5,,,,,Nakuru
17/08/2024,0.1,,,,,Nakuru
18/08/2024,0,,,,,Nakuru
19/08/2024,0,,,,,Nakuru
20/08/2024,4.5,,,,,Nakuru
21/08/2024,0.1,,,,,Nakuru
22/08/2024,0.3,,,,,Nakuru
23/08/2024,0.3,,,,,Nakuru
24/08/2024,0.1,,,,,Nakuru
25/08/2024,0,,,,,Nakuru
26/08/2024,6.3,,,,,Nakuru
27/08/2024,0.1,,,,,Nakuru
28/08/2024,0,,,,,Nakuru
29/08/2024,0,,,,,Nakuru
30/08/2024,0,,,,,Nakuru
31/08/2024,0,,,,,Nakuru
01/09/2024,0,,,,,Nakuru
02/09/2024,0,,,,,Nakuru
03/09/2024,9.5,,,,,Nakuru
04/09/2024,1.4,,,,,Nakuru
05/09/2024,0,,,,,Nakuru
06/09/2024,0,,,,,Nakuru
07/09/2024,0,,,,,Nakuru
08/09/2024,0,,,,,Nakuru
09/09/2024,0,,,,,Nakuru
10/09/2024,0,,,,,Nakuru
11/09/2024,0,,,,,Nakuru
12/09/2024,0,,,,,Nakuru
13/09/2024,0.1,,,,,Nakuru
14/09/2024,0,,,,,Nakuru
15/09/2024,0,,,,,Nakuru
16/09/2024,0.1,,,,,Nakuru
17/09/2024,0.1,,,,,Nakuru
18/09/2024,0.1,,,,,Nakuru
19/09/2024,16.8,,,,,Nakuru
20/09/2024,1.2,,,,,Nakuru
21/09/2024,0.5,,,,,Nakuru
22/09/2024,0,,,,,Nakuru
23/09/2024,0.2,,,,,Nakuru
24/09/2024,0.1,,,,,Nakuru
25/09/2024,0.1,,,,,Nakuru
26/09/2024,0.1,,,,,Nakuru
27/09/2024,0.7,,,,,Nakuru
28/09/2024,10.2,,,,,Nakuru
29/09/2024,14,,,,,Nakuru
30/09/2024,4.9,,,,,Nakuru
01/10/2024,8.6,,,,,Nakuru
02/10/2024,0.1,,,,,Nakuru
03/10/2024,0,,,,,Nakuru
04/10/2024,0,,,,,Nakuru
05/10/2024,0,,,,,Nakuru
06/10/2024,0.2,,,,,Nakuru
07/10/2024,3,,,,,Nakuru
08/10/2024,0,,,,,Nakuru
09/10/2024,0,,,,,Nakuru
10/10/2024,0,,,,,Nakuru
11/10/2024,0,,,,,Nakuru
12/10/2024,0,,,,,Nakuru
13/10/2024,0,,,,,Nakuru
14/10/2024,0.3,,,,,Nakuru
15/10/2024,0.1,,,,,Nakuru
16/10/2024,0.1,,,,,Nakuru
17/10/2024,9,,,,,Nakuru
18/10/2024,1.4,,,,,Nakuru
19/10/2024,3.4,,,,,Nakuru
20/10/2024,17.1,,,,,Nakuru
21/10/2024,0.1,,,,,Nakuru
22/10/2024,0,,,,,Nakuru
23/10/2024,0,,,,,Nakuru
24/10/2024,0.4,,,,,Nakuru
25/10/2024,0,,,,,Nakuru
26/10/2024,0,,,,,Nakuru
27/10/2024,0,,,,,Nakuru
28/10/2024,0.1,,,,,Nakuru
29/10/2024,0,,,,,Nakuru
30/10/2024,0,,,,,Nakuru
31/10/2024,0,,,,,Nakuru
01/11/2024,0,,,,,Nakuru
02/11/2024,0.4,,,,,Nakuru
03/11/2024,0.1,,,,,Nakuru
